지역ID,맵,상위지역,지역명,기준,기준지역ID,몬스터1,원본좌표1,Y+10 좌표1,Y-10 좌표1,몬스터2,원본좌표2,Y+10 좌표2,Y-10 좌표2,몬스터3,원본좌표3,Y+10 좌표3,Y-10 좌표3
3612,아웃랜드,핏빛안개 섬,핏빛저주의 섬,상위지역 경계 대체,3525,엉겅퀴 덩굴손 (17343),"-1810.340, -11764.700, 31.863","-1810.340, -11754.700, 31.863","-1810.340, -11774.700, 31.863",사나운 갈퀴발톱 (17527),"-1807.060, -11268.300, 59.628","-1807.060, -11258.300, 59.628","-1807.060, -11278.300, 59.628",새끼 핏빛안개 갈퀴발톱 (17525),"-2517.940, -11990.100, 25.615","-2517.940, -11980.100, 25.615","-2517.940, -12000.100, 25.615"
3613,아웃랜드,나그란드,가라다르,상위지역 경계 대체,3518,가시먹이 탈부크 (17131),"-1752.870, 7511.080, -8.561","-1752.870, 7521.080, -8.561","-1752.870, 7501.080, -8.561",줄무늬 탈부크 (17130),"-1807.370, 6928.020, -38.603","-1807.370, 6938.020, -38.603","-1807.370, 6918.020, -38.603",갈래발굽 (18205),"-1801.260, 7089.440, -21.895","-1801.260, 7099.440, -21.895","-1801.260, 7079.440, -21.895"
3614,아웃랜드,나그란드,하늘노래 호수,상위지역 경계 대체,3518,가시먹이 탈부크 (17131),"-1752.870, 7511.080, -8.561","-1752.870, 7521.080, -8.561","-1752.870, 7501.080, -8.561",줄무늬 탈부크 (17130),"-1807.370, 6928.020, -38.603","-1807.370, 6938.020, -38.603","-1807.370, 6918.020, -38.603",갈래발굽 (18205),"-1801.260, 7089.440, -21.895","-1801.260, 7099.440, -21.895","-1801.260, 7079.440, -21.895"
3615,아웃랜드,나그란드,정령의 옥좌,상위지역 경계 대체,3518,가시먹이 탈부크 (17131),"-1752.870, 7511.080, -8.561","-1752.870, 7521.080, -8.561","-1752.870, 7501.080, -8.561",줄무늬 탈부크 (17130),"-1807.370, 6928.020, -38.603","-1807.370, 6938.020, -38.603","-1807.370, 6918.020, -38.603",갈래발굽 (18205),"-1801.260, 7089.440, -21.895","-1801.260, 7099.440, -21.895","-1801.260, 7079.440, -21.895"
3616,아웃랜드,나그란드,웃는 해골 폐허,상위지역 경계 대체,3518,가시먹이 탈부크 (17131),"-1752.870, 7511.080, -8.561","-1752.870, 7521.080, -8.561","-1752.870, 7501.080, -8.561",줄무늬 탈부크 (17130),"-1807.370, 6928.020, -38.603","-1807.370, 6938.020, -38.603","-1807.370, 6918.020, -38.603",갈래발굽 (18205),"-1801.260, 7089.440, -21.895","-1801.260, 7099.440, -21.895","-1801.260, 7079.440, -21.895"
3617,아웃랜드,나그란드,전쟁망치 언덕,상위지역 경계 대체,3518,가시먹이 탈부크 (17131),"-1752.870, 7511.080, -8.561","-1752.870, 7521.080, -8.561","-1752.870, 7501.080, -8.561",줄무늬 탈부크 (17130),"-1807.370, 6928.020, -38.603","-1807.370, 6938.020, -38.603","-1807.370, 6918.020, -38.603",갈래발굽 (18205),"-1801.260, 7089.440, -21.895","-1801.260, 7099.440, -21.895","-1801.260, 7079.440, -21.895"
3618,아웃랜드,나그란드,그룰의 둥지,상위지역 경계 대체,3518,가시먹이 탈부크 (17131),"-1752.870, 7511.080, -8.561","-1752.870, 7521.080, -8.561","-1752.870, 7501.080, -8.561",줄무늬 탈부크 (17130),"-1807.370, 6928.020, -38.603","-1807.370, 6938.020, -38.603","-1807.370, 6918.020, -38.603",갈래발굽 (18205),"-1801.260, 7089.440, -21.895","-1801.260, 7099.440, -21.895","-1801.260, 7079.440, -21.895"
3619,아웃랜드,나그란드,아우렌 마루,상위지역 경계 대체,3518,가시먹이 탈부크 (17131),"-1752.870, 7511.080, -8.561","-1752.870, 7521.080, -8.561","-1752.870, 7501.080, -8.561",줄무늬 탈부크 (17130),"-1807.370, 6928.020, -38.603","-1807.370, 6938.020, -38.603","-1807.370, 6918.020, -38.603",갈래발굽 (18205),"-1801.260, 7089.440, -21.895","-1801.260, 7099.440, -21.895","-1801.260, 7079.440, -21.895"
3620,아웃랜드,나그란드,아우렌 폭포,상위지역 경계 대체,3518,가시먹이 탈부크 (17131),"-1752.870, 7511.080, -8.561","-1752.870, 7521.080, -8.561","-1752.870, 7501.080, -8.561",줄무늬 탈부크 (17130),"-1807.370, 6928.020, -38.603","-1807.370, 6938.020, -38.603","-1807.370, 6918.020, -38.603",갈래발굽 (18205),"-1801.260, 7089.440, -21.895","-1801.260, 7099.440, -21.895","-1801.260, 7079.440, -21.895"
3621,아웃랜드,나그란드,태양여울 호수,상위지역 경계 대체,3518,가시먹이 탈부크 (17131),"-1752.870, 7511.080, -8.561","-1752.870, 7521.080, -8.561","-1752.870, 7501.080, -8.561",줄무늬 탈부크 (17130),"-1807.370, 6928.020, -38.603","-1807.370, 6938.020, -38.603","-1807.370, 6918.020, -38.603",갈래발굽 (18205),"-1801.260, 7089.440, -21.895","-1801.260, 7099.440, -21.895","-1801.260, 7079.440, -21.895"
3622,아웃랜드,나그란드,태양여울 주둔지,상위지역 경계 대체,3518,가시먹이 탈부크 (17131),"-1752.870, 7511.080, -8.561","-1752.870, 7521.080, -8.561","-1752.870, 7501.080, -8.561",줄무늬 탈부크 (17130),"-1807.370, 6928.020, -38.603","-1807.370, 6938.020, -38.603","-1807.370, 6918.020, -38.603",갈래발굽 (18205),"-1801.260, 7089.440, -21.895","-1801.260, 7099.440, -21.895","-1801.260, 7079.440, -21.895"
3623,아웃랜드,나그란드,에어리스 착륙지,상위지역 경계 대체,3518,가시먹이 탈부크 (17131),"-1752.870, 7511.080, -8.561","-1752.870, 7521.080, -8.561","-1752.870, 7501.080, -8.561",줄무늬 탈부크 (17130),"-1807.370, 6928.020, -38.603","-1807.370, 6938.020, -38.603","-1807.370, 6918.020, -38.603",갈래발굽 (18205),"-1801.260, 7089.440, -21.895","-1801.260, 7099.440, -21.895","-1801.260, 7079.440, -21.895"
3624,아웃랜드,나그란드,경악의 괴철로 기지,상위지역 경계 대체,3518,가시먹이 탈부크 (17131),"-1752.870, 7511.080, -8.561","-1752.870, 7521.080, -8.561","-1752.870, 7501.080, -8.561",줄무늬 탈부크 (17130),"-1807.370, 6928.020, -38.603","-1807.370, 6938.020, -38.603","-1807.370, 6918.020, -38.603",갈래발굽 (18205),"-1801.260, 7089.440, -21.895","-1801.260, 7099.440, -21.895","-1801.260, 7079.440, -21.895"
3625,아웃랜드,나그란드,증오의 괴철로 기지,상위지역 경계 대체,3518,가시먹이 탈부크 (17131),"-1752.870, 7511.080, -8.561","-1752.870, 7521.080, -8.561","-1752.870, 7501.080, -8.561",줄무늬 탈부크 (17130),"-1807.370, 6928.020, -38.603","-1807.370, 6938.020, -38.603","-1807.370, 6918.020, -38.603",갈래발굽 (18205),"-1801.260, 7089.440, -21.895","-1801.260, 7099.440, -21.895","-1801.260, 7079.440, -21.895"
3626,아웃랜드,나그란드,텔라아르,상위지역 경계 대체,3518,가시먹이 탈부크 (17131),"-1752.870, 7511.080, -8.561","-1752.870, 7521.080, -8.561","-1752.870, 7501.080, -8.561",줄무늬 탈부크 (17130),"-1807.370, 6928.020, -38.603","-1807.370, 6938.020, -38.603","-1807.370, 6918.020, -38.603",갈래발굽 (18205),"-1801.260, 7089.440, -21.895","-1801.260, 7099.440, -21.895","-1801.260, 7079.440, -21.895"
3627,아웃랜드,나그란드,북새바람 동굴,상위지역 경계 대체,3518,가시먹이 탈부크 (17131),"-1752.870, 7511.080, -8.561","-1752.870, 7521.080, -8.561","-1752.870, 7501.080, -8.561",줄무늬 탈부크 (17130),"-1807.370, 6928.020, -38.603","-1807.370, 6938.020, -38.603","-1807.370, 6918.020, -38.603",갈래발굽 (18205),"-1801.260, 7089.440, -21.895","-1801.260, 7099.440, -21.895","-1801.260, 7079.440, -21.895"
3628,아웃랜드,나그란드,할라아,상위지역 경계 대체,3518,가시먹이 탈부크 (17131),"-1752.870, 7511.080, -8.561","-1752.870, 7521.080, -8.561","-1752.870, 7501.080, -8.561",줄무늬 탈부크 (17130),"-1807.370, 6928.020, -38.603","-1807.370, 6938.020, -38.603","-1807.370, 6918.020, -38.603",갈래발굽 (18205),"-1801.260, 7089.440, -21.895","-1801.260, 7099.440, -21.895","-1801.260, 7079.440, -21.895"
3629,아웃랜드,나그란드,마파람 동굴,상위지역 경계 대체,3518,가시먹이 탈부크 (17131),"-1752.870, 7511.080, -8.561","-1752.870, 7521.080, -8.561","-1752.870, 7501.080, -8.561",줄무늬 탈부크 (17130),"-1807.370, 6928.020, -38.603","-1807.370, 6938.020, -38.603","-1807.370, 6918.020, -38.603",갈래발굽 (18205),"-1801.260, 7089.440, -21.895","-1801.260, 7099.440, -21.895","-1801.260, 7079.440, -21.895"
3630,아웃랜드,나그란드,오슈군,상위지역 경계 대체,3518,가시먹이 탈부크 (17131),"-1752.870, 7511.080, -8.561","-1752.870, 7521.080, -8.561","-1752.870, 7501.080, -8.561",줄무늬 탈부크 (17130),"-1807.370, 6928.020, -38.603","-1807.370, 6938.020, -38.603","-1807.370, 6918.020, -38.603",갈래발굽 (18205),"-1801.260, 7089.440, -21.895","-1801.260, 7099.440, -21.895","-1801.260, 7079.440, -21.895"
3631,아웃랜드,나그란드,정기의 들판,상위지역 경계 대체,3518,가시먹이 탈부크 (17131),"-1752.870, 7511.080, -8.561","-1752.870, 7521.080, -8.561","-1752.870, 7501.080, -8.561",줄무늬 탈부크 (17130),"-1807.370, 6928.020, -38.603","-1807.370, 6938.020, -38.603","-1807.370, 6918.020, -38.603",갈래발굽 (18205),"-1801.260, 7089.440, -21.895","-1801.260, 7099.440, -21.895","-1801.260, 7079.440, -21.895"
3632,아웃랜드,나그란드,샤마나르,상위지역 경계 대체,3518,가시먹이 탈부크 (17131),"-1752.870, 7511.080, -8.561","-1752.870, 7521.080, -8.561","-1752.870, 7501.080, -8.561",줄무늬 탈부크 (17130),"-1807.370, 6928.020, -38.603","-1807.370, 6938.020, -38.603","-1807.370, 6918.020, -38.603",갈래발굽 (18205),"-1801.260, 7089.440, -21.895","-1801.260, 7099.440, -21.895","-1801.260, 7079.440, -21.895"
3633,아웃랜드,나그란드,선조의 터,상위지역 경계 대체,3518,가시먹이 탈부크 (17131),"-1752.870, 7511.080, -8.561","-1752.870, 7521.080, -8.561","-1752.870, 7501.080, -8.561",줄무늬 탈부크 (17130),"-1807.370, 6928.020, -38.603","-1807.370, 6938.020, -38.603","-1807.370, 6918.020, -38.603",갈래발굽 (18205),"-1801.260, 7089.440, -21.895","-1801.260, 7099.440, -21.895","-1801.260, 7079.440, -21.895"
3634,아웃랜드,나그란드,바람갈대 마을,상위지역 경계 대체,3518,가시먹이 탈부크 (17131),"-1752.870, 7511.080, -8.561","-1752.870, 7521.080, -8.561","-1752.870, 7501.080, -8.561",줄무늬 탈부크 (17130),"-1807.370, 6928.020, -38.603","-1807.370, 6938.020, -38.603","-1807.370, 6918.020, -38.603",갈래발굽 (18205),"-1801.260, 7089.440, -21.895","-1801.260, 7099.440, -21.895","-1801.260, 7079.440, -21.895"
3635,아웃랜드,나그란드,미사용2,상위지역 경계 대체,3518,가시먹이 탈부크 (17131),"-1752.870, 7511.080, -8.561","-1752.870, 7521.080, -8.561","-1752.870, 7501.080, -8.561",줄무늬 탈부크 (17130),"-1807.370, 6928.020, -38.603","-1807.370, 6938.020, -38.603","-1807.370, 6918.020, -38.603",갈래발굽 (18205),"-1801.260, 7089.440, -21.895","-1801.260, 7099.440, -21.895","-1801.260, 7079.440, -21.895"
3636,아웃랜드,나그란드,정령의 고원,상위지역 경계 대체,3518,가시먹이 탈부크 (17131),"-1752.870, 7511.080, -8.561","-1752.870, 7521.080, -8.561","-1752.870, 7501.080, -8.561",줄무늬 탈부크 (17130),"-1807.370, 6928.020, -38.603","-1807.370, 6938.020, -38.603","-1807.370, 6918.020, -38.603",갈래발굽 (18205),"-1801.260, 7089.440, -21.895","-1801.260, 7099.440, -21.895","-1801.260, 7079.440, -21.895"
3637,아웃랜드,나그란드,킬소로우 요새,상위지역 경계 대체,3518,가시먹이 탈부크 (17131),"-1752.870, 7511.080, -8.561","-1752.870, 7521.080, -8.561","-1752.870, 7501.080, -8.561",줄무늬 탈부크 (17130),"-1807.370, 6928.020, -38.603","-1807.370, 6938.020, -38.603","-1807.370, 6918.020, -38.603",갈래발굽 (18205),"-1801.260, 7089.440, -21.895","-1801.260, 7099.440, -21.895","-1801.260, 7079.440, -21.895"
3638,아웃랜드,나그란드,시험의 투기장,상위지역 경계 대체,3518,가시먹이 탈부크 (17131),"-1752.870, 7511.080, -8.561","-1752.870, 7521.080, -8.561","-1752.870, 7501.080, -8.561",줄무늬 탈부크 (17130),"-1807.370, 6928.020, -38.603","-1807.370, 6938.020, -38.603","-1807.370, 6918.020, -38.603",갈래발굽 (18205),"-1801.260, 7089.440, -21.895","-1801.260, 7099.440, -21.895","-1801.260, 7079.440, -21.895"
3639,아웃랜드,하늘안개 섬,은빛안개 섬,상위지역 경계 대체,3524,땅거미게 (17216),"-4026.500, -12945.500, -2.188","-4026.500, -12935.500, -2.188","-4026.500, -12955.500, -2.188",달새김 순록 (17201),"-4054.310, -12565.300, 42.189","-4054.310, -12555.300, 42.189","-4054.310, -12575.300, 42.189",달새김 사슴 (17200),"-4112.050, -12656.900, 27.304","-4112.050, -12646.900, 27.304","-4112.050, -12666.900, 27.304"
3640,아웃랜드,장가르 습지대,비수늪 마을,상위지역 경계 대체,3521,흙지느러미 프렌지 (18212),"347.457, 6980.590, -2.406","347.457, 6990.590, -2.406","347.457, 6970.590, -2.406",가시먹이 탈부크 (17131),"-710.857, 7118.450, 46.117","-710.857, 7128.450, 46.117","-710.857, 7108.450, 46.117",늪지대 가스 (17378),"18.561, 6916.930, 19.185","18.561, 6926.930, 19.185","18.561, 6906.930, 19.185"
3641,아웃랜드,장가르 습지대,그늘늪 마을,상위지역 경계 대체,3521,흙지느러미 프렌지 (18212),"347.457, 6980.590, -2.406","347.457, 6990.590, -2.406","347.457, 6970.590, -2.406",가시먹이 탈부크 (17131),"-710.857, 7118.450, 46.117","-710.857, 7128.450, 46.117","-710.857, 7108.450, 46.117",늪지대 가스 (17378),"18.561, 6916.930, 19.185","18.561, 6926.930, 19.185","18.561, 6906.930, 19.185"
3642,아웃랜드,장가르 습지대,야생늪 마을,상위지역 경계 대체,3521,흙지느러미 프렌지 (18212),"347.457, 6980.590, -2.406","347.457, 6990.590, -2.406","347.457, 6970.590, -2.406",가시먹이 탈부크 (17131),"-710.857, 7118.450, 46.117","-710.857, 7128.450, 46.117","-710.857, 7108.450, 46.117",늪지대 가스 (17378),"18.561, 6916.930, 19.185","18.561, 6926.930, 19.185","18.561, 6906.930, 19.185"
3643,아웃랜드,장가르 습지대,피비늘 군락,상위지역 경계 대체,3521,흙지느러미 프렌지 (18212),"347.457, 6980.590, -2.406","347.457, 6990.590, -2.406","347.457, 6970.590, -2.406",가시먹이 탈부크 (17131),"-710.857, 7118.450, 46.117","-710.857, 7128.450, 46.117","-710.857, 7108.450, 46.117",늪지대 가스 (17378),"18.561, 6916.930, 19.185","18.561, 6926.930, 19.185","18.561, 6906.930, 19.185"
3644,아웃랜드,장가르 습지대,텔레도르,상위지역 경계 대체,3521,흙지느러미 프렌지 (18212),"347.457, 6980.590, -2.406","347.457, 6990.590, -2.406","347.457, 6970.590, -2.406",가시먹이 탈부크 (17131),"-710.857, 7118.450, 46.117","-710.857, 7128.450, 46.117","-710.857, 7108.450, 46.117",늪지대 가스 (17378),"18.561, 6916.930, 19.185","18.561, 6926.930, 19.185","18.561, 6906.930, 19.185"
3645,아웃랜드,장가르 습지대,자브라진,상위지역 경계 대체,3521,흙지느러미 프렌지 (18212),"347.457, 6980.590, -2.406","347.457, 6990.590, -2.406","347.457, 6970.590, -2.406",가시먹이 탈부크 (17131),"-710.857, 7118.450, 46.117","-710.857, 7128.450, 46.117","-710.857, 7108.450, 46.117",늪지대 가스 (17378),"18.561, 6916.930, 19.185","18.561, 6926.930, 19.185","18.561, 6906.930, 19.185"
3646,아웃랜드,장가르 습지대,쿠아그 마루,상위지역 경계 대체,3521,흙지느러미 프렌지 (18212),"347.457, 6980.590, -2.406","347.457, 6990.590, -2.406","347.457, 6970.590, -2.406",가시먹이 탈부크 (17131),"-710.857, 7118.450, 46.117","-710.857, 7128.450, 46.117","-710.857, 7108.450, 46.117",늪지대 가스 (17378),"18.561, 6916.930, 19.185","18.561, 6926.930, 19.185","18.561, 6906.930, 19.185"
3647,아웃랜드,장가르 습지대,부화의 골짜기,상위지역 경계 대체,3521,흙지느러미 프렌지 (18212),"347.457, 6980.590, -2.406","347.457, 6990.590, -2.406","347.457, 6970.590, -2.406",가시먹이 탈부크 (17131),"-710.857, 7118.450, 46.117","-710.857, 7128.450, 46.117","-710.857, 7108.450, 46.117",늪지대 가스 (17378),"18.561, 6916.930, 19.185","18.561, 6926.930, 19.185","18.561, 6906.930, 19.185"
3648,아웃랜드,장가르 습지대,죽음의 늪,상위지역 경계 대체,3521,흙지느러미 프렌지 (18212),"347.457, 6980.590, -2.406","347.457, 6990.590, -2.406","347.457, 6970.590, -2.406",가시먹이 탈부크 (17131),"-710.857, 7118.450, 46.117","-710.857, 7128.450, 46.117","-710.857, 7108.450, 46.117",늪지대 가스 (17378),"18.561, 6916.930, 19.185","18.561, 6926.930, 19.185","18.561, 6906.930, 19.185"
3649,아웃랜드,장가르 습지대,스포어가르,상위지역 경계 대체,3521,흙지느러미 프렌지 (18212),"347.457, 6980.590, -2.406","347.457, 6990.590, -2.406","347.457, 6970.590, -2.406",가시먹이 탈부크 (17131),"-710.857, 7118.450, 46.117","-710.857, 7128.450, 46.117","-710.857, 7108.450, 46.117",늪지대 가스 (17378),"18.561, 6916.930, 19.185","18.561, 6926.930, 19.185","18.561, 6906.930, 19.185"
3650,아웃랜드,장가르 습지대,앙고로쉬 영토,상위지역 경계 대체,3521,흙지느러미 프렌지 (18212),"347.457, 6980.590, -2.406","347.457, 6990.590, -2.406","347.457, 6970.590, -2.406",가시먹이 탈부크 (17131),"-710.857, 7118.450, 46.117","-710.857, 7128.450, 46.117","-710.857, 7108.450, 46.117",늪지대 가스 (17378),"18.561, 6916.930, 19.185","18.561, 6926.930, 19.185","18.561, 6906.930, 19.185"
3651,아웃랜드,장가르 습지대,앙고로쉬 소굴,상위지역 경계 대체,3521,흙지느러미 프렌지 (18212),"347.457, 6980.590, -2.406","347.457, 6990.590, -2.406","347.457, 6970.590, -2.406",가시먹이 탈부크 (17131),"-710.857, 7118.450, 46.117","-710.857, 7128.450, 46.117","-710.857, 7108.450, 46.117",늪지대 가스 (17378),"18.561, 6916.930, 19.185","18.561, 6926.930, 19.185","18.561, 6906.930, 19.185"
3652,아웃랜드,장가르 습지대,버섯 동굴,상위지역 경계 대체,3521,흙지느러미 프렌지 (18212),"347.457, 6980.590, -2.406","347.457, 6990.590, -2.406","347.457, 6970.590, -2.406",가시먹이 탈부크 (17131),"-710.857, 7118.450, 46.117","-710.857, 7128.450, 46.117","-710.857, 7108.450, 46.117",늪지대 가스 (17378),"18.561, 6916.930, 19.185","18.561, 6926.930, 19.185","18.561, 6906.930, 19.185"
3653,아웃랜드,장가르 습지대,물갈퀴 호수,상위지역 경계 대체,3521,흙지느러미 프렌지 (18212),"347.457, 6980.590, -2.406","347.457, 6990.590, -2.406","347.457, 6970.590, -2.406",가시먹이 탈부크 (17131),"-710.857, 7118.450, 46.117","-710.857, 7128.450, 46.117","-710.857, 7108.450, 46.117",늪지대 가스 (17378),"18.561, 6916.930, 19.185","18.561, 6926.930, 19.185","18.561, 6906.930, 19.185"
3654,아웃랜드,장가르 습지대,배수로,상위지역 경계 대체,3521,흙지느러미 프렌지 (18212),"347.457, 6980.590, -2.406","347.457, 6990.590, -2.406","347.457, 6970.590, -2.406",가시먹이 탈부크 (17131),"-710.857, 7118.450, 46.117","-710.857, 7128.450, 46.117","-710.857, 7108.450, 46.117",늪지대 가스 (17378),"18.561, 6916.930, 19.185","18.561, 6926.930, 19.185","18.561, 6906.930, 19.185"
3655,아웃랜드,장가르 습지대,그늘늪 호수,상위지역 경계 대체,3521,흙지느러미 프렌지 (18212),"347.457, 6980.590, -2.406","347.457, 6990.590, -2.406","347.457, 6970.590, -2.406",가시먹이 탈부크 (17131),"-710.857, 7118.450, 46.117","-710.857, 7128.450, 46.117","-710.857, 7108.450, 46.117",늪지대 가스 (17378),"18.561, 6916.930, 19.185","18.561, 6926.930, 19.185","18.561, 6906.930, 19.185"
3656,아웃랜드,장가르 습지대,수렁등불 호수,상위지역 경계 대체,3521,흙지느러미 프렌지 (18212),"347.457, 6980.590, -2.406","347.457, 6990.590, -2.406","347.457, 6970.590, -2.406",가시먹이 탈부크 (17131),"-710.857, 7118.450, 46.117","-710.857, 7128.450, 46.117","-710.857, 7108.450, 46.117",늪지대 가스 (17378),"18.561, 6916.930, 19.185","18.561, 6926.930, 19.185","18.561, 6906.930, 19.185"
